name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike,google_id
Hotel Avia Saphir Montparnasse Paris,4bc8e31d762beee14ea63d38,48.84299315373821,2.313214823443559,75015,Paris,"['181 Rue De Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,6,ChIJ_zyeGDFw5kcR57AQff3lomI
Hotel Résidence Quintinie Square,4e15cb3ed4c0e3d78b3006cf,48.840531153387325,2.3074364924101585,75015,Paris,"['5 Rue La Quintinie', '75015 Paris', 'France']",Hotel,75015,15,2,ChIJWcpk_zhw5kcRjySy_dfMrAU
Hotel Innova,4d0fe6bea3d9721ea2c4d1fd,48.84221540033471,2.313059987532907,75015,Paris,"['32 Boulevard Pasteur', '75015 Paris', 'France']",Hotel,75015,15,7,ChIJ86biLjFw5kcR4lS3hixop2Y
Le Meditel,4c172c0b1b5cef3b62a5eec4,48.84238580634781,2.312466502189636,,Paris,"['28 Boulevard Pasteur', 'Paris', 'France']",Hotel,75015,15,0,ChIJw_2oKDFw5kcR30hV2WdQDQA
Hôtel Catalogne Paris Gare Montparnasse,4b6d4ec6f964a5205c702ce3,48.837658114450505,2.318503011776824,75014,Paris,"['40 rue du Commandant René Mouchotte (Place de Catalogne)', '75014 Paris', 'France']",Hotel,75014,14,108,ChIJWeM5bDVw5kcRQ65JPcTKdvk
Hotel Mistral,4c3657522c8020a1672b8700,48.83690476196824,2.323764483788235,75014,Paris,"['24 rue Cels', '75014 Paris', 'France']",Hotel,75014,14,20,ChIJM8WdArFx5kcRNbviIxF9uoY
Holiday Inn Paris - Gare Montparnasse,4c51c4c57f6e20a19cb6a6ea,48.838292411554356,2.3230228736800878,75014,Paris,"['79/81 Avenue Du Maine', '75014 Paris', 'France']",Hotel,75014,14,34,ChIJe3XZHMtx5kcRck4J8-lWhP0
Hôtel Concorde Montparnasse,581fbd7ce9e6fe4520ff492d,48.837793513196345,2.3183212344954978,75014,Paris,"['40 rue du Commandant René Mouchotte', '75014 Paris', 'France']",Hotel,75014,14,7,ChIJWeM5bDVw5kcRQ65JPcTKdvk
Best Western Bretagne Montparnasse,4d68405ab6f46dcbf9b710b2,48.835450014448405,2.321124404652437,75014,Paris,"['33 rue Raymond Losserand', '75014 Paris', 'France']",Hotel,75014,14,13,ChIJkx32RrVx5kcR49IGrT-l-4w
Ibis Maine - Montparnasse,4bcca7ecb6c49c7483239491,48.83378874010687,2.3229805428687924,75014,Paris,"['160 rue du Château', '75014 Paris', 'France']",Hotel,75014,14,9,ChIJA0ZM_7Rx5kcRHDxQtGNapmc
Hôtel L'Orchidée,4de3e3d91f6e3190cd324df5,48.83593166895426,2.318846431950062,75014,Paris,"[""54 rue de l'Ouest"", '75014 Paris', 'France']",Motel,75014,14,12,ChIJK9nTl0pw5kcR0UHKLszHUGE
Hotel La Perle Montparnasse,55be0632498e4ea1adc87c6d,48.835854980686314,2.322221352492864,75014,Paris,"['3 rue Maison Dieu', '75014 Paris', 'France']",Bed & Breakfast,75014,14,1,ChIJy9hCb7Vx5kcR6IPitp8fefM
Curio Niepce,5ac50200f0b4905d46fd5e77,48.835021000000005,2.3180810000000003,75014,Paris,"['4 Rue Niépce', '75014 Paris', 'France']",Hotel,75014,14,3,ChIJxcMv8Epw5kcRA3lXptiNuf8
Hôtel Pullman Paris Montparnasse,4d36b410d8caa1cdebd06fd6,48.83836793764065,2.3208510875701904,75014,Paris,"['19 rue du Commandant René Mouchotte', '75014 Paris', 'France']",Hotel,75014,14,222,ChIJwXZmLDVw5kcRIJ2dYURyo_w
Apollon Montparnasse Hotel Paris,4bcf61b00ffdce72666ab2c0,48.83474069471764,2.3169616073891937,,Paris,"[""91 Rue de l'Ouest"", 'Paris', 'France']",Hotel,75014,14,7,ChIJPTs3Wkpw5kcRXQl-PIayHSo
Campanile Paris 14 Maine Montparsse,4c49455720ab1b8d00338d16,48.834471721462904,2.3240085526169403,75014,Paris,"['146 avenue Du Maine', '75014 Paris', 'France']",Hotel,75014,14,9,ChIJVfc5sbVx5kcRyhVKz9v5dLM
Petit Palace Hotel,4c8bb4473dc2a1cd02b4b832,48.834820507758934,2.324296659882698,75014,Paris,"['131 avenue du Maine', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJ8bElubVx5kcRSipB7isKvv8
Hotel de Maine,4f8926afe4b0bae896c9c0e2,48.836241958288916,2.3215512940121124,,,"['Rude de Maison Dieux', 'France']",Hotel,75014,14,0,ChIJa-MGDSXOrUwRHFNDyu9a5qM
Hotel Du Maine,4c72e9bb13228cfa635e2c65,48.83545970694958,2.3231479265437995,75014,Paris,"['Ave. du Maine', '75014 Paris', 'France']",Hotel,75014,14,9,ChIJv1hWnrVx5kcRs_tZWUWVb2U
9HOTEL,5329d9fe498ef90c9a3d916b,48.833733543730965,2.3176970740167464,75014,Paris,"['76 rue Raymond Losserand', '75014 Paris', 'France']",Hotel,75014,14,14,ChIJ5eXABktw5kcRDLcPeHGb87c
L'Oasis Hotel,5431e117498ec4159f37797e,48.8338279180029,2.3180563525233366,75014,Paris,"['75014 Paris', 'France']",Hotel,75014,14,1,ChIJa8x2BEtw5kcRyTVU0shzQI4
Hotel Mercure Gaïte,51352d69e4b08edd2c3f9a41,48.836867,2.3231599999999997,75014,Paris,"['20 Rue De La Gaïte', '75014 Paris', 'France']",Resort,75014,14,0,ChIJAQZ1qMtx5kcRDPU1qZp15Sg
Mistralhotel,4ca1885579d9b1f7e463c099,48.83632,2.321914,,Paris,"['Rue Cels', 'Paris', 'France']",Hostel,75014,14,0,
Room 10# Apollon Hotel Monparnasse,5402bde8498e150d889950ba,48.834638,2.316855,,,['France'],Hotel,75014,14,0,
Hotel Agenor,4e84bd472fb6611bdfd70076,48.836859534816114,2.3240798995970553,75014,Paris,"['22 rue Cels', '75014 Paris', 'France']",Hotel,75014,14,1,ChIJrbDLcMpx5kcRDby0ZhqmQBk
Pavillon Losserand Montparnasse,4e0cccd46284f2bbda5ce199,48.83390582728324,2.3175015317351346,,Paris,"['Paris', 'France']",Hotel,75014,14,0,ChIJ5eXABktw5kcRDLcPeHGb87c
Hotel Montparnasse Daguerre,4b92a909f964a520c50e34e3,48.83599107363512,2.3240319247806456,75014,Paris,"['94 rue Daguerre', '75014 Paris', 'France']",Hotel,75014,14,3,ChIJadZ9jrVx5kcRs9IIVMgQ-S8
Le M,50107a01e4b0d630c7ef7fff,48.839742032660595,2.323415454905144,75014,Paris,"['20 r. de la Gaité', '75014 Paris', 'France']",Hotel,75014,14,18,ChIJ__xpCstx5kcR16dL1vjca74
Mercure Paris Montparnasse,4badb99ff964a5206d653be3,48.84004745832177,2.323541343212128,75014,Paris,"['Rue de la Gaité', '75014 Paris', 'France']",Hotel,75014,14,26,ChIJAQZ1qMtx5kcRDPU1qZp15Sg
Hôtel du Parc,4ba10775f964a520a19037e3,48.84080584921542,2.323974290236272,75014,Paris,"['6 rue Jolivet', '75014 Paris', 'France']",Hotel,75014,14,3,ChIJb8tkm8tx5kcROKNUDMDutEA
Hôtel Odessa,4f9975b0e4b062d812081240,48.841397974073885,2.324700204339456,75014,Paris,"[""28 rue d'Odessa"", '75014 Paris', 'France']",Hotel,75014,14,5,ChIJHwC7LZkxxkARhMX1PB5Y-8k
Citadines Maine Montparnasse,4ca353c2750ca09328cf1767,48.839125269299366,2.32196248773422,75014,Paris,"['67 Avenue du Maine', '75014 Paris', 'France']",Hotel,75014,14,5,ChIJwfSOHctx5kcRLGMtKucOmyU
Ibis Gare Montparnasse,4d4494d614aa8cfadf7e683d,48.84034671988122,2.3153286990494237,75015,Paris,"['71 Boulevard de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,3,ChIJ02CAHjRw5kcRiVvDMYBmjiQ
Hotel Arcadie Montparnasse,4c2f801b452620a10ba01d0f,48.83885377394896,2.322461683876691,,Paris,"['71 Avenue du Maine', 'Paris', 'France']",Hotel,75014,14,4,ChIJT-TD4spx5kcRMOpQdcCaYMM
Timhotel Montparnasse,4adcda04f964a520fb3121e3,48.842934795891686,2.3211944103240967,75015,Paris,"[""22 rue de l'Arrivée"", '75015 Paris', 'France']",Hotel,75015,15,8,ChIJFb82tcxx5kcRQ2TRIWWyNVo
Hotel de la Gaîté,566da5fa498ee8c21d8c2bcb,48.8395004272461,2.322943210601806,,,['France'],Hotel,75014,14,0,ChIJy-f1BMtx5kcRZPdpVWQmYzY
Lucky Youth Hostel Appartmants,5004a369e4b0e24aa1b1cb95,48.84028572230428,2.3213024923874004,,,['France'],Hostel,75015,15,0,
timhotel,52ba8bbd11d2231c6ad6f5df,48.840291132941964,2.324249029303514,,Paris,"['Rue De La Gaite', 'Paris', 'France']",Hotel,75014,14,2,ChIJFb82tcxx5kcRQ2TRIWWyNVo
Hôtel New Parnasse,5071c343e4b07b49cbc1d927,48.83969465627284,2.3226507492965056,75014,Paris,"['7 Rue Vandamme', '75014 Paris', 'France']",Resort,75014,14,0,ChIJ5wkSgchx5kcRXzAn8zPTjf8
Hotel Paris-Legendre,4cf144fa7e0da1cd9f859097,48.842296999999995,2.322532,,Paris,"['149 (Rue Legendre)', 'Paris', 'France']",Hotel,75015,15,0,ChIJJcgHyaxv5kcR33L7vxNxCNw
Hotel Waldorf Montparnasse,4bea8cca61aca5932ad38300,48.84272523760888,2.323479803006036,,Paris,"['17 rue du Départ', 'Paris', 'France']",Hotel,75015,15,6,ChIJ629Ficxx5kcRmUGn4qylrRQ
Hotel Saint Sauveur,509429bee4b075af188b1320,48.840720000000005,2.31969,,Lourdes,"['9 Rue Saint Marie', 'Lourdes', 'France']",Hotel,75015,15,0,ChIJV_N35Blu5kcRfBw2p67KzmY
Bridgestreet Hotels Apartments,51e558de498e61b65f0d2b1a,48.842246,2.3247139999999997,,,"[""Rue D'Odessa 13"", 'France']",Hotel,75014,14,0,ChIJbcvdbcxx5kcRiA7GKb2gAS4
Hôtel Elysée Montparnasse,4c1c7d7cb9f876b0270e7c46,48.84030473086542,2.3241437655542074,75014,Paris,"['11 bis rue de la Gaîte', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJ32Wpostx5kcR0aXRvELRFaU
Orloff,4f09ae66e4b0671f28dc6850,48.843377701421794,2.3246685485781997,,,['France'],Hotel,75014,14,0,ChIJkXD7MqVx5kcRm2E7Gj3ozxU
Le Relais Moncey,4ead83fc5c5ce6e5060e7fb6,48.842854499816895,2.324278950691223,,,['France'],Hotel,75014,14,0,ChIJV0c6Xcxx5kcRQLiUWPz9WSE
Hôtel Edgar Quinet,4c1f96a8eac020a1ad4e4bc2,48.84112451979446,2.324059009552002,75014,Paris,"['17 boulevard Edgar Quinet', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJs_R8gctx5kcRVVvbq0OKWZg
Timhotel Odessa Montparnasse,4d048f56c2e537044d76b967,48.84265186689023,2.324296218320764,75014,Paris,"['8, Rue Odessa', '75014 Paris', 'France']",Hotel,75014,14,6,ChIJJXhxaMxx5kcRvQwl3s73lV0
Hotel Miramar,4de7b338d4c0086a95107a9d,48.8418903666467,2.321602597717855,75015,Paris,"['6 place bienvenue', '75015 Paris', 'France']",Hotel,75015,15,1,ChIJRerVTzNw5kcRKroSgUbUhls
Hotel Berkeley,50d053dce4b0a46c03847368,48.84314437934951,2.3241518336617144,75015,Paris,"[""2 rue d'Odessa"", '75015 Paris', 'France']",Hotel,75015,15,1,ChIJ8-Oyl-Ft5kcRs9nyiZlnOwo
abba Montparnasse hôtel 4*,4adcda04f964a520203221e3,48.83973746666667,2.323573,75014,Paris,"['20 bis Rue de la Gaîté', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJ__xpCstx5kcR16dL1vjca74
Hôtel Montparnasse Saint-Germain,4fd3c4dde4b0dde4964c8145,48.84247296201651,2.3232794164041013,75014,Paris,"['19 rue du Départ', '75014 Paris', 'France']",Hotel,75015,15,3,ChIJ06wjj8xx5kcRV4P3ev75pfE
Hotel de La Tour,5027f5d3e4b098a562093646,48.842249171426744,2.3237498992179133,,,['France'],Hotel,75014,14,1,ChIJs_R8gctx5kcRv84GIG2kUIc
Central Hôtel,4cf54f90b3662c0f95327d30,48.840471136157426,2.3238095641136165,75014,Paris,"['1 bis rue du Maine', '75014 Paris', 'France']",Hotel,75014,14,6,ChIJo7K3nstx5kcRMCqwJej43H4
Romantica,4c0bcad6bbc676b093034cd5,48.838749,2.318874,,Pennedepie,"['Chemin du petit paris', 'Pennedepie', 'France']",Hotel,75014,14,0,ChIJa7oB7zJu5kcRgr_Xa9ra1Lg
Waldorf,4e5ff93752b1260c120c0d84,48.84244829401701,2.3234752289021885,75014,Paris,"['17 rue du Départ', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJ629Ficxx5kcRmUGn4qylrRQ
Hotel Celtic,4f2d357de4b0b0d083982f01,48.842117,2.324712,75014,Paris,"[""15 rue d'Odessa"", '75014 Paris', 'France']",Hotel,75014,14,3,ChIJ74YIcsxx5kcRVwLCUrRaDGU
Hôtel de Paris,4d9ed04ba77d816e4284f308,48.84017103139404,2.3221841454505916,75014,Paris,"['51 avenue du Maine', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJU8t8Fctx5kcROb1uZeRI3O8
Waytostay,4d41e521aed776ebff5f6897,48.838533785214786,2.3200063204703514,75014,Paris,"['Rue du Commandant Mouchotte,14ème Montparnasse', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJTXQreMcPdkgRVy-B1VXDpNo
Hôtel Arotel,4fc7806ee4b08f659f04c35d,48.841993202317255,2.3232248425483704,75014,Paris,"['74 boulevard Edgar Quinet', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJDfUXhMxx5kcRtRTZ_K8iJOk
Citadenes,4e4abbdfb0fb37342ef2e2df,48.839301,2.322889,,Paris,"['Paris', 'France']",Hotel,75014,14,0,ChIJwfSOHctx5kcRLGMtKucOmyU
Orfea,4f8d89f7e4b01d92a6c9a72a,48.83875986700586,2.315532566543247,75015,Paris,"['9 rue du Cotentin', '75015 Paris', 'France']",Hotel,75015,15,1,ChIJtZwY0DVw5kcRImGOegxmEnk
St Georges Tim Hotel Paris,4bd10b6820cd9960deaa2e9e,48.842888993384435,2.321941650876864,,Paris,"['Paris', 'France']",Hotel,75015,15,0,ChIJl3fhOk9u5kcRxmnVudV4g7A
Hôtel Le Littré,4bcaef3e3740b7138a916165,48.845458,2.3241389999999997,75006,Paris,"['9 rue Littré', '75006 Paris', 'France']",Hotel,75006,6,33,ChIJ9_e8n81x5kcRVtn0kWXorCE
Victoria Palace Hotel,4c7cfe44247cb60c4b865f5e,48.845856503208076,2.324608369525913,,Paris,"['6 rue Blaisse Desgoffe', 'Paris', 'France']",Hotel,75006,6,8,ChIJ8bo8m81x5kcRDtnmnCEkl-k
Hotel De Suede Saint Germain,4e52c47bfa7687935fbfefd5,48.85256566203793,2.3193317146565597,75007,Paris,"['31 Rue Vaneau', '75007 Paris', 'France']",Hotel,75007,7,9,ChIJsZGOditw5kcROu_Vq8BJiYc
Hôtel Duquesne Eiffel,4adcd9fff964a5208c3021e3,48.85267428203728,2.3086947162127642,75007,Paris,"['23 avenue Duquesne', '75007 Paris', 'France']",Hotel,75007,7,19,ChIJVeysbSZw5kcRpvGcjqNpa0U
Hôtel Louison (Ex-Aviatic Saint-Germain),4c0bb1997e3fc928449bf582,48.84538660490677,2.3212771155742637,75006,Paris,"['105 rue de Vaugirard', '75006 Paris', 'France']",Hotel,75006,6,28,ChIJfxoISs1x5kcRfKk1oWWlB1E
Hotel Eiffel Villa Garbaldi,4d0d2958903d37041954c255,48.84644782603757,2.306027796063702,75015,Paris,"['48 boulevard Garibaldi', '75015 Paris', 'France']",Hotel,75015,15,11,ChIJJ-sqNztw5kcR392w8Sh3GVA
Hotel Bailli De Suffren,4dc0611c1e72dd48b20764cf,48.84687256121345,2.3079113218757366,,Paris,"['Paris', 'France']",Hotel,75015,15,6,ChIJWRxS1iRw5kcRYRpm4mtUpug
Hôtel La Belle Juliette,4cfb72902c645941f01b434a,48.84739739973032,2.3224392956169058,75006,Paris,"['92 rue du Cherche Midi', '75006 Paris', 'France']",Hotel,75006,6,29,ChIJ4wRiu9Jx5kcRH4I73QePfZ0
Hôtel ibis Paris Tour Montparnasse 15ème,4bd76dc309ecb7132bde467c,48.8434378839195,2.3202073574066158,75015,Paris,"['22 avenue du Maine', '75015 Paris', 'France']",Hotel,75015,15,5,ChIJFyVsLzNw5kcRzEkBT7wJSDI
Montebello Hotel Paris,4be195248dd062b54d623e3c,48.8490217,2.3191732999999997,,Paris,"['18 Rue Pierre Leroux', 'Paris', 'France']",Hotel,75007,7,1,ChIJQ7qAAi1w5kcREmP1bnHEVcs
Hôtel de Suede,4adcda01f964a5204e3121e3,48.85318972620848,2.3186492695438665,75007,Paris,"['31 Rue Vaneau', '75007 Paris', 'France']",Hotel,75007,7,0,ChIJsZGOditw5kcROu_Vq8BJiYc
Hôtel Villa Saxe Eiffel,54665a51498e40bd82cdbf28,48.84970037694761,2.3096193990328704,75007,Paris,"['9 villa de Saxe', '75007 Paris', 'France']",Hotel,75007,7,17,ChIJfVJ1hCVw5kcR2hEyO0ggzN4
Hôtel Saint-Marc,572f7733498ee96250691a0e,48.846229,2.312837,75002,Paris,"['36 rue Saint-Marc', '75002 Paris', 'France']",Hotel,75015,15,5,ChIJ0ytH2ztu5kcRGv2N632Ev20
Hotel Vic Eiffel,4e5b8fead22dfba6f48ec09e,48.84526605641066,2.3100570544989534,75015,Paris,"['92 boulevard Garibaldi', '75015 Paris', 'France']",Hotel,75015,15,15,ChIJSXX0dTBw5kcR4Bi6IJuFuCE
Best Western Sevres Montparnasse,4efe406af790570bd0ab382d,48.843722039397115,2.3155824141213093,75015,Paris,"['153 rue de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,11,ChIJE3bd1jNw5kcRmC6d13cUiTM
Hôtel Mayet,4adcda00f964a520b73021e3,48.84713358870985,2.318436485782796,75006,Paris,"['3 rue Mayet', '75006 Paris', 'France']",Hotel,75006,6,12,ChIJPwHpFi1w5kcRISeRX7V94mg
Best Western Hotel Le Montparnasse,4dd6f7c9d1647fcf3e3f52e2,48.845000955004465,2.3212628066539764,75006,Paris,"['37 boulevard Montparnasse', '75006 Paris', 'France']",Hotel,75006,6,9,ChIJ-aZwM81x5kcReUuRzkh3YgM
Hôtel de Sèvres,4e7d0b74f9f41319508fa36a,48.8482831873129,2.324778495434824,75006,Paris,"[""22 rue de I'Abbé-Grégoire (Rue du Cherche-Midi)"", '75006 Paris', 'France']",Hotel,75006,6,2,ChIJjwnbWtJx5kcR2q9XbwtaX8o
Tryp De Saxe,4bff6390ca1920a163c7ec81,48.84967955417609,2.3096522816721814,75007,Paris,"['11 Villa de Saxe', '75007 Paris', 'France']",Hotel,75007,7,1,ChIJfVJ1hCVw5kcR2hEyO0ggzN4
Hotel Lecourbe,4d4dc6d09ee13704fb29888b,48.84451626175601,2.3087999497067817,75015,Paris,"['28 rue Lecourbe', '75015 Paris', 'France']",Hotel,75015,15,8,ChIJu7QDiTpw5kcRONNsLtaUH5w
Hotel Vaneau Saint-Germain,4d4b26bfe8bfa1cd7c50584c,48.84863076618539,2.320488963859467,75007,Paris,"['86 rue Vaneau', '75007 Paris', 'France']",Hotel,75007,7,6,ChIJgUC6JC1w5kcRbw010pN_2YU
Hotel De Nantes,4caf411fef1b3704bfdd3000,48.844946,2.320758,,,['France'],Hotel,75006,6,0,ChIJ8TTVJqlv5kcRgxZ6Fspi3X0
Waytostay,4d41e534aed776ebe0626897,48.8457,2.3192,75015,Paris,"['Villa Astrolabe, 15ème Seine', '75015 Paris', 'France']",Hotel,75006,6,0,ChIJTXQreMcPdkgRVy-B1VXDpNo
Hôtel Edouard 6,4d4f76d89d49370498e3b639,48.844253405354785,2.3234716057777405,75006,Paris,"['63 boulevard du Montparnasse', '75006 Paris', 'France']",Hotel,75006,6,6,ChIJyVIsAs1x5kcRRxIxnZS9gmA
Relais de la Poste,4b5957e2f964a520a58528e3,48.846544,2.3209020000000002,75006,Paris,"['103 rue du Cherche Midi', '75006 Paris', 'France']",Hotel,75006,6,0,ChIJSd1mX6al5UcRuBsa6ANqPgU
Elysée Opera,4bfdff23bf6576b04a29aeb8,48.85027036452878,2.3073986264126005,,,['France'],Hotel,75007,7,0,ChIJcfUUUUtu5kcRrtxvGmWmFO4
Apartments Breteuil,55be8d87498ee52e3e6bf182,48.848207,2.312186,,,['France'],Hotel,75007,7,0,ChIJg66YbS9w5kcRsQMpbSHBa2I
Hôtel Sèvres Montparnasse,4bc8e38c762beee1cea63d38,48.843894,2.315845,75015,Paris,"['153 rue de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJjwnbWtJx5kcR2q9XbwtaX8o
Hôtel Sublim Eiffel,4c1270927f7f2d7fa84add68,48.845372488849534,2.31032390090006,75015,Paris,"['94 boulevard Garibaldi', '75015 Paris', 'France']",Hotel,75015,15,4,ChIJVykgdDBw5kcRDkQnshBgc0A
Appartement proche Montparnasse,52c12d5e498e66d0262c5911,48.84357070922852,2.314190626144409,,Paris,"['Rue de Vaugirard 169', 'Paris', 'France']",Boarding House,75015,15,0,ChIJmU8zzjJw5kcRsU3L77-wlvo
Hôtel La Parizienne,549047c4498ee91559b76a5e,48.844953432544926,2.320762110220437,75006,Paris,"['33 boulevard du Montparnasse', '75006 Paris', 'France']",Hotel,75006,6,12,ChIJp9FvyzJw5kcR-FKugUlS4vE
Le Placide,4bc3305edce4eee13a7b719d,48.850044579072275,2.3244208911336366,75006,Paris,"['6 rue Saint Placide', '75006 Paris', 'France']",Hotel,75006,6,3,ChIJbRp4p9Nx5kcRyom9Y1Q_rC8
Hotel de Reda,50fd661ce4b0c232a7747414,48.844038,2.312288,,,['France'],Resort,75015,15,0,ChIJyz3KvZ2VkkcRqmzoDq9Twq4
Les Cinq Freres Chinois,4d39c1d6beb7b1f76796e271,48.845324,2.3211150000000003,,Paris,"['Paris', 'France']",Bed & Breakfast,75006,6,0,
Waytostay,4d41e5eeaed776eb537c6897,48.8474,2.3226,75006,Paris,"['Rue Jean Ferrandi, 06ème St. Germain', '75006 Paris', 'France']",Hotel,75006,6,0,ChIJTXQreMcPdkgRVy-B1VXDpNo
Hôtel Terminus Montparnasse,5157cb8ee4b0742376dfe45c,48.844334,2.323325,75006,Paris,"['59 boulevard du Montparnasse', '75006 Paris', 'France']",Hotel,75006,6,0,ChIJa1zbAs1x5kcRw3MI5Lrzmpg
Comfort Inn Montparnasse,4de01372c65bcc724f360e67,48.844803000000006,2.321114,75006,Paris,"['37 Boulevard du Montparnasse', '75006 Paris', 'France']",Hotel,75006,6,0,ChIJxRN_hfhw5kcRF5yt3EO4_ZM
Hotel Vaneau,4caedaaeeb65b1f753f45ecd,48.849380283725615,2.3191108851286426,,Paris,"['13 Rue Pierre Leroux', 'Paris', 'France']",Hotel,75007,7,0,ChIJgUC6JC1w5kcRbw010pN_2YU
Paris-Hospitality,4d8075ab1013236ab37d8835,48.845696556629846,2.307110933586461,75015,Paris,"['66 boulevard garibaldi (Avenue de suffren)', '75015 Paris', 'France']",Bed & Breakfast,75015,15,1,ChIJWSwrwzpw5kcRIRFQsC6hWN0
Waytostay,4d41e4f7aed776eb16596897,48.84519,2.31051,75015,Paris,"['Avenue de Breteuil, 15ème Seine', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJTXQreMcPdkgRVy-B1VXDpNo
Placide Saint-Germain des Prés,4adcda04f964a520213221e3,48.849963,2.324709575,75006,Paris,"['6 rue Saint-Placide', '75006 Paris', 'France']",Hotel,75006,6,0,ChIJbRp4p9Nx5kcRyom9Y1Q_rC8
Hôtel Sevres Azur,4adcda02f964a5209a3121e3,48.848329,2.324781,75006,Paris,"[""22 Rue de l'Abbé Grégoire"", '75006 Paris', 'France']",Hotel,75006,6,0,ChIJjwnbWtJx5kcR2q9XbwtaX8o
Neyblanc's Bed & Breakfast,4ece96ed9a52262b80ab095a,48.845921999999995,2.308753,,Paris,"['Paris', 'France']",Bed & Breakfast,75015,15,0,
Le 5 Codet,54771de8498e323e46d06dda,48.85494525335787,2.3083957042332397,75007,Paris,"['5 Rue Louis Codet', '75007 Paris', 'France']",Hotel,75007,7,53,ChIJw5WFridw5kcRO_QIn9gc29E
Hôtel Muguet,4adcda03f964a520ed3121e3,48.85569010757538,2.3090630675030304,75007,Paris,"['11 rue Chevert', '75007 Paris', 'France']",Hotel,75007,7,6,ChIJbTCIvSdw5kcRU7CfM979fv8
Hôtel de Turenne,4db5b07ba86e8d27079cd1bf,48.8541165287675,2.307415271118266,75007,Paris,"['20 avenue de Tourville', '75007 Paris', 'France']",Hotel,75007,7,25,ChIJhTzm_iZw5kcRiqTi4vBQMyg
Hôtel de l'Empereur,4b54e940f964a520c8d227e3,48.85632736830534,2.309748986266225,75007,Paris,"['2 rue Chevert', '75007 Paris', 'France']",Hotel,75007,7,13,ChIJua2H7Sdw5kcRvU-Kk6nUtpI
Hôtel la Comtesse,57398138498e941eb0fb445d,48.85397408014482,2.3071418929035223,75007,Paris,"['29 Avenue de Tourville', '75007 Paris', 'France']",Hotel,75007,7,8,ChIJk_5d-iZw5kcReyTI03HY8pE
Hôtel Tourville,4bd30a7b41b9ef3bd918ffe5,48.85407571582302,2.307819429234363,75007,Paris,"['16 avenue de Tourville', '75007 Paris', 'France']",Hotel,75007,7,21,ChIJmW_3VSZw5kcRmX6jbKekeU0
Hôtel du Cadran,4b74008df964a52048c32de3,48.856526459131864,2.305939056385881,75007,Paris,"['10 rue du Champs de Mars', '75007 Paris', 'France']",Hotel,75007,7,13,ChIJY_lzUCdw5kcRnsOcoCxd640
Derby Eiffel,4d026a0802d0a35d34dd9e7e,48.85365513475192,2.307411592509371,75007,Paris,"['5 avenue Duquesne', '75007 Paris', 'France']",Hotel,75007,7,21,ChIJ23tK8SZw5kcRnRuZ9pArI_4
Hotel des Invalides,5605c49d498e9a253a15a8d5,48.854663,2.3116630000000002,,,['France'],Motel,75007,7,1,ChIJUzCPuddv5kcRasGAnEUUWkU
Hôtel de France Invalides,4c431cb73735be9aceeb1aa4,48.85345821963517,2.309328096993049,75007,Paris,"['102 boulevard de la Tour-Maubourg', '75007 Paris', 'France']",Hotel,75007,7,9,ChIJ0yQqPyZw5kcRMMz2zjjPGWQ
Grand Hôtel Lévêque,4adcda00f964a520e83021e3,48.85741994335268,2.3062196373939514,75007,Paris,"['29 rue Cler', '75007 Paris', 'France']",Hotel,75007,7,7,ChIJOTZMpNhv5kcRdRBPYu37cIY
Beaugency,4ccbb8a5063a721ec2cb899a,48.856614330967844,2.3072463165426904,75007,Paris,"['21 rue Duvivier', '75007 Paris', 'France']",Hotel,75007,7,4,ChIJk6EhQAmV5EcRgOQ3BdfIDQQ
Hôtel Particulier Zadig & Voltaire,50647a64e4b0295090d06f16,48.858083,2.307798,,,['France'],Hotel,75007,7,0,ChIJCTr5S9tv5kcRksa8XiP_vKg
Rue Cler Spirit,51bc12c5498e9d1a3e014f3e,48.8573,2.3068299999999997,,Paris,"['9 Rue Duvivier', 'Paris', 'France']",Hotel,75007,7,0,ChIJm9kopNhv5kcRntGOy3WCTII
Hotel Le Walt,4c6977cecff29521c335175e,48.85474244465593,2.3064075377092617,75007,Paris,"['37 avenue de La Motte Picquet', '75007 Paris', 'France']",Hotel,75007,7,4,ChIJYdFBECdw5kcRhqMkIyDsQu0
Hôtel Valadon,4adcda03f964a520a63121e3,48.85675745913957,2.3056498142214665,75007,Paris,"['16 Rue Valadon', '75007 Paris', 'France']",Hotel,75007,7,2,ChIJuSDmVidw5kcRmOc7kCJvVNE
