name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike
Derby Alma Hotel,4c078d17cf8c76b008203c65,48.86045819403145,2.3009675729037844,75007,Paris,"['8 avenue Rapp', '75007 Paris', 'France']",Hotel,75007,7,25
Hôtel Mercure Paris Centre Tour Eiffel,4f3ffc22e4b0d1e98f17f5c6,48.85496065964647,2.292168447286185,75015,Paris,"['20 rue Jean Rey', '75015 Paris', 'France']",Hotel,75015,15,187
Hôtel de La Bourdonnais,4bb3080d14cfd13a759a15ab,48.85493123346615,2.304441945631098,75007,Paris,"['111 avenue de la Bourdonnais', '75007 Paris', 'France']",Hotel,75007,7,36
Residence Charles Floquet,54c57345498e47f3d60203c7,48.856305918003905,2.294317826022159,75007,Paris,"['8 avenue Charles Floquet', '75007 Paris', 'France']",Hotel,75007,7,19
Hotel Relais Bosquet,4af9f3faf964a520861522e3,48.85620580167193,2.3052245378494263,75007,Paris,"['19 rue du Champ de Mars', '75007 Paris', 'France']",Hotel,75007,7,17
Hôtel Eber Paris,4b8af8adf964a520fd8b32e3,48.85469141078264,2.3047673635247,75007,Paris,"['117 avenue de la Bourdonnais', '75007 Paris', 'France']",Hotel,75007,7,9
Hôtel Eiffel Rive Gauche,5030bc16e4b01042a40bb7fb,48.85723164192233,2.3025892674922943,75007,Paris,"['6 rue du Gros Caillou', '75007 Paris', 'France']",Bed & Breakfast,75007,7,16
Hôtel Eiffel Seine Paris,4dfce5991f6e05048d878589,48.854305098889704,2.2890431143237118,75015,Paris,"['3 boulevard de Grenelle', '75015 Paris', 'France']",Hotel,75015,15,23
Hôtel de la Paix Tour Eiffel,4adcda01f964a520453121e3,48.85681210887857,2.3030964720268297,75007,Paris,"['19 rue du Gros Caillou', '75007 Paris', 'France']",Hotel,75007,7,14
Hôtel de l'Alma,4ceaeeae595cb1f78e87d614,48.85694287720319,2.3033358817573277,75007,Paris,"[""32 rue de l'Exposition"", '75007 Paris', 'France']",Hotel,75007,7,10
Relais 12 bis,583bf3ebc0df761f5c528720,48.853691999999995,2.294136,,Paris,"['12bis, rue desaix', 'Paris', 'France']",Bed & Breakfast,75015,15,3
Newloc,5d42e2ff2b09730007a31c3b,48.862725,2.2875919999999996,33450,Montussan,"['48 route De Lalande', '33450 Montussan', 'France']",Rental Service,75116,16,0
paris,5860dce045005e7adc8d0e6e,48.858088,2.2946619999999998,,,['France'],Vacation Rental,75007,7,0
Waytostay,4d41e62daed776eb1d856897,48.854,2.2894,75015,Paris,"['Boulevard de Grenelle, 15ème Seine', '75015 Paris', 'France']",Hotel,75015,15,0
"Le Domaine de Montjoie, BW Premier Collection",58c85823951e7d1bea32c65c,48.862725,2.2875919999999996,31520,Ramonville-Saint-Agne,"[""63 Avenue De L'Aeropostale"", '31520 Ramonville-Saint-Agne', 'France']",Hotel,75116,16,0
Hôtel de Londres Eiffel,4be1a6ea8dd062b5dc713e3c,48.857988048263906,2.301666268307737,75007,Paris,"['1 rue Augereau', '75007 Paris', 'France']",Hotel,75007,7,4
"8, Residence Charles Floquet (1st Floor)",54e59658498e4ff1a4218b2c,48.85616600682891,2.2942372145222127,75007,Paris,"['8 avenue Charles Floquet', '75007 Paris', 'France']",Hotel,75007,7,0
Beaumes de Venise,4ffb2777e4b08a4c7443f0db,48.85826756311744,2.3045710717352317,,Paris,"['Paris', 'France']",Hotel,75007,7,0
Hotel Kensington,4d6fed6a0d996dcbe16fbe8e,48.85648543845209,2.302060425186031,75007,Paris,"['79 avenue de la Bourdonnais', '75007 Paris', 'France']",Hotel,75007,7,6
Hotel de la Tour Eiffel,4cf17bfbf98ba0903532c873,48.8576196181987,2.3031196743249893,75007,Paris,"['6 rue du Gros Caillou', '75007 Paris', 'France']",Hotel,75007,7,27
Waytostay,4d41e4c8aed776eb33516897,48.8574,2.3023,75007,Paris,"['Avenue de la Bourdonnais, 07ème Tour Eiffel', '75007 Paris', 'France']",Hotel,75007,7,0
Hotel Prince,5ae7682eeaf49a002c703937,48.855234,2.304878,75007,Paris,"['75007 Paris', 'France']",Hotel,75007,7,0
Airbandb @ Fabrizio,53f65aa9498e83dc4caa5462,48.856837,2.3015689999999998,,,['France'],Bed & Breakfast,75007,7,0
Hôtel Prince,4d488bc14e7a6ea831a87632,48.8548865186954,2.305407722315039,75007,Paris,"['66 avenue Bosquet', '75007 Paris', 'France']",Hotel,75007,7,5
Hotel Valadon Paris,4be1952e8dd062b55e623e3c,48.856646960519726,2.3055647849661645,,Paris,"['16 Rue Valadon', 'Paris', 'France']",Hotel,75007,7,0
Hôtel La Clef Tour Eiffel,582ce30d001d870b9462647b,48.86458533113142,2.288379777717398,75116,Paris,"['83 avenue Kléber', '75116 Paris', 'France']",Hotel,75116,16,19
Shangri-La Hotel Paris,4bd36c0eb221c9b66fbdd9d0,48.86376224925471,2.2931055812929597,75116,Paris,"[""10 avenue d'Iéna"", '75116 Paris', 'France']",Hotel,75116,16,262
Hôtel Garden Élysées,4adcda00f964a520dd3021e3,48.86636250819187,2.2880865051801234,75116,Paris,"['12 rue Saint-Didier', '75116 Paris', 'France']",Hotel,75116,16,24
Hôtel Baltimore,4bbf7aa6abf49521b9b3bd93,48.86641496873419,2.2892439365386963,75116,Paris,"['88 bis avenue Kléber (Rue Léo Delibes)', '75116 Paris', 'France']",Hotel,75116,16,60
"Le Dokhan's, a Tribute Portfolio Hotel, Paris",4bad19d3f964a520952d3be3,48.866330983104355,2.2867575287818913,75116,Paris,"['117 rue de Lauriston', '75116 Paris', 'France']",Hotel,75116,16,41
SOFITEL DEMEURE LE DOKHANS,4bd7a80d304fce729ed533ab,48.8666379128666,2.287256429458133,,Paris,"['117 rue Lauriston', 'Paris', 'France']",Hotel,75116,16,1
Hotel Floride Etoile,4bd611f36798ef3b5387648d,48.866271594607646,2.287913570229899,75116,Paris,"['14 rue Saint-Didier', '75116 Paris', 'France']",Hotel,75116,16,24
Hôtel Waldorf Trocadero,4adcda02f964a5205e3121e3,48.86724672710035,2.287861996766205,75116,Paris,"['97 Rue Lauriston', '75116 Paris', 'France']",Hotel,75116,16,22
Hôtel au Palais de Chaillot,4adcd9fff964a520873021e3,48.86578869679205,2.286410272600206,75116,Paris,"['35 avenue Raymond Poincaré', '75116 Paris', 'France']",Hotel,75016,16,23
Ascott Arc de Triomphe,4b6ace27f964a52028e12be3,48.86469358712683,2.289030860864133,75116,Paris,"['81 avenue Kléber', '75116 Paris', 'France']",Hotel,75116,16,2
Hotel Etoile Trocadero,4c15581682a3c9b640b8fef8,48.86620566697707,2.28712103090884,75116,Paris,"['21 rue Saint-Didier', '75116 Paris', 'France']",Hotel,75116,16,5
Hotel Pastel Paris,590bc3e1da708028e017c212,48.866792,2.287735,75116,Paris,"['75116 Paris', 'France']",Hotel,75116,16,1
Hôtel Floride Étoile,5552712d498efed436042180,48.866368035600736,2.2879216074943542,75116,Paris,"['14 rue Saint-Didier', '75116 Paris', 'France']",Hotel,75116,16,0
Best Western Premier Hôtel Pergolèse,4bb77f557421a5938489c040,48.863689512968044,2.2866492066395954,75116,Paris,"['3 rue Pergolèse', '75116 Paris', 'France']",Hotel,75016,16,5
Hotel Villa Des Ambassadeurs,4be08aaecb81c9b68932668b,48.86530088023199,2.290486958201276,75116,Paris,"['6 rue du Bouquet de Longchamp', '75116 Paris', 'France']",Hotel,75116,16,5
Ming Suite,58d63e2a9398ab4da86bfd40,48.866251,2.286624,75116,Paris,"['75116 Paris', 'France']",Hotel,75116,16,0
Best Western Hôtel Au Trocadéro,4db35e894b226b343d77be0c,48.86375627902253,2.286857529011645,75016,Paris,"['3 avenue Raymond Poincaré (Avenue Kléber)', '75016 Paris', 'France']",Hotel,75016,16,4
Eiffel Suite,4e514cb662e14b77e3b5fbd5,48.866346,2.286835,,Paris,"['Paris', 'France']",Hotel,75116,16,0
Hôtel Costes K,4b0677bdf964a5200dec22e3,48.864866,2.2890669999999997,75116,Paris,"['81 Ave. Kléber', '75116 Paris', 'France']",Hotel,75116,16,0
Citadines suites arc de Triomphe,55370b91498e38b72134c0b8,48.86476379720394,2.288967991795964,,,"['83 Avenue Kleber', 'France']",Hotel,75116,16,9
The Peninsula Paris,4df4832f14954f21cf31ff92,48.870650060734555,2.293524742126465,75116,Paris,"['19 avenue Kléber', '75116 Paris', 'France']",Hotel,75116,16,406
Hôtel Raphaël,4bb0acfff964a52020543ce3,48.87128583865526,2.2940196996036493,75116,Paris,"['17 avenue Kléber', '75116 Paris', 'France']",Hotel,75116,16,82
Majestic Hôtel-Spa,4eb43d5b93ad23656fa4baeb,48.87037718786626,2.294075935728497,75116,Paris,"['30 rue La Pérouse', '75116 Paris', 'France']",Hotel,75116,16,13
Hôtel du Bois,4adcda02f964a520623121e3,48.871897587332214,2.2908369896878766,75116,Paris,"['11 rue du Dôme (Avenue Victor Hugo)', '75116 Paris', 'France']",Hotel,75116,16,15
Hôtel Elysées Union,4c3067af3896e21efd80e590,48.86836680948043,2.291680839902666,75116,Paris,"[""44 Rue de l'Amiral Hamelin (Avenue Kléber)"", '75116 Paris', 'France']",Hotel,75116,16,46
Hôtel de Sevigne,4adcda01f964a520513121e3,48.86878382677902,2.2924851953800127,75116,Paris,"['6 rue de Belloy', '75116 Paris', 'France']",Hotel,75116,16,10
Best Western Hôtel Victor Hugo,4adcda04f964a5201f3221e3,48.86919336598019,2.2891134952397785,75116,Paris,"['19 rue Copernic', '75116 Paris', 'France']",Hotel,75116,16,16
Mode Aparthotel,5b4f7f5493bd63002cb8f9a9,48.871208,2.28722,75016,Paris,"['4-6 rue Leroux (Avenue Victor Hugo)', '75016 Paris', 'France']",Hotel,75116,16,1
Hôtel Kléber,4adcd9fff964a520ae3021e3,48.86881479607595,2.29207419540065,75116,Paris,"['7 rue de Belloy', '75116 Paris', 'France']",Hotel,75116,16,12
Best Western Hotel Victor Hugo Paris,4c401435520fa5936f8fc7ac,48.869104904135284,2.289176613076052,75116,Paris,"['16 rue Copernic', '75116 Paris', 'France']",Hotel,75116,16,4
Hôtel Angleterre Étoile,4adcda01f964a520263121e3,48.86908955466362,2.2889743745327,75116,Paris,"['21 rue Copernic', '75116 Paris', 'France']",Hotel,75116,16,4
Mercure Paris Champs-Élysées,4d7249d3bce5721e429bcb15,48.870007868538636,2.2909256815910344,75016,Paris,"['51 rue Lauriston', '75016 Paris', 'France']",Hotel,75116,16,13
Jays Paris Hotel,4bcc5c1caeaaeee15ded3d6d,48.869040999999996,2.29070475,,Paris,"['6 Rue Copernic', 'Paris', 'France']",Hotel,75116,16,1
Waytostay,4d41e598aed776eb1a716897,48.8685,2.29224,75016,Paris,"['Rue Amiral Hamelin, 16ème Bois de Boulogne Trocade', '75016 Paris', 'France']",Hotel,75116,16,0
PAN Paris,556f4867498eb53da4096556,48.868681,2.288679,,,['France'],Hotel,75116,16,0
Hôtel Ambassade,4b622c7af964a520323a2ae3,48.86842083521871,2.2891901557868106,75016,Paris,"['79 Rue Lauriston', '75016 Paris', 'France']",Hotel,75116,16,3
Hotel Marshall,522b994f498e6c5182f12cb2,48.871134999999995,2.287207,75016,Paris,"['Rue Leroux', '75016 Paris', 'France']",Hotel,75116,16,0
Hôtel Plaza Athénée,4b817458f964a52024a730e3,48.86633451191472,2.3043179512023926,75008,Paris,"['25 avenue Montaigne (Rue Clément Marot)', '75008 Paris', 'France']",Hotel,75008,8,391
Hôtel de la Trémoille,4adcda01f964a520f93021e3,48.86694616520954,2.3028378282255293,75008,Paris,"['14 rue de la Trémoille', '75008 Paris', 'France']",Hotel,75008,8,33
Hôtel Montaigne,5102be51e4b02d11c7bfded6,48.86566934040813,2.3036441893176467,75008,Paris,"['6 avenue Montaigne', '75008 Paris', 'France']",Hotel,75008,8,28
Hotel West End,4c581ebfb136952170ba735a,48.86704639035435,2.3039115251503337,75008,Paris,"['7, rue Clement-Marot', '75008 Paris', 'France']",Hotel,75008,8,37
Melia Royal Alma,4c63e52869a1c9b6a02a3ca4,48.86544511000741,2.3044235064618936,75008,Paris,"['35 rue Jean Goujon', '75008 Paris', 'France']",Hotel,75008,8,28
Meliá Paris Tour Eiffel (Hôtel Meliá Paris Tour Eiffel),5a57232da6ec98653d37de14,48.865454,2.304248,75008,Paris,"['35 rue Jean Goujon', '75008 Paris', 'France']",Hotel,75008,8,2
Hôtel Chambiges Élysées,4adcda01f964a520063121e3,48.86686458497101,2.303840096872485,75008,Paris,"['8 Rue Chambiges', '75008 Paris', 'France']",Hotel,75008,8,13
The Splendia Breakfast Club,4ed9ec054901c8be1cf94f35,48.86578899576625,2.302632019403553,,Paris,"['Avenue Montaigne', 'Paris', 'France']",Resort,75008,8,2
Suite 702,4f2650d2e4b050258d12b169,48.8664244529061,2.3041925286313902,,,"['Montaigne', 'France']",Resort,75008,8,0
"Search places, people and tips",4ea41410d5fb57c09e3d2b51,48.86625334921344,2.3045003414154053,,Paris,"['26 avenue montaigne', 'Paris', 'France']",Hotel,75008,8,0
Villa Des Ambassadeurs 5*,505cd1b3e4b0b4bf44b3a54f,48.867791,2.296089,,,['France'],Hotel,75116,16,1
Hôtel Franklin Roosevelt,4adcd9fff964a520b03021e3,48.867854674659526,2.303178958195073,75008,Paris,"['18 rue Clément Marot', '75008 Paris', 'France']",Hotel,75008,8,15
Hôtel Fouquet's Barrière,4b8be0ccf964a52018b032e3,48.87103466373769,2.30165297850928,75008,Paris,"['46 avenue George V (99 avenue des Champs-Élysees)', '75008 Paris', 'France']",Hotel,75008,8,99
Hôtel Four Seasons George V,4adcda00f964a520ba3021e3,48.868849,2.3006830000000003,75008,Paris,"['31 avenue George V', '75008 Paris', 'France']",Hotel,75008,8,737
Hôtel Prince de Galles,4b730be2f964a520f4972de3,48.86909631786168,2.300684005015228,75008,Paris,"['33 avenue George V', '75008 Paris', 'France']",Hotel,75008,8,233
Paris Marriott Champs-Élysées,4bc4a3b8461576b09d338032,48.87121341121234,2.305065028801323,75008,Paris,"['70 Avenue Des Champs-Elysees', '75008 Paris', 'France']",Hotel,75008,8,311
Fraser Suites Le Claridge Champs-Élysées,4c0bacd66a3bb713d49b72c7,48.87139950737721,2.304852878914009,75008,Paris,"['74 avenue des Champs-Élysées', '75008 Paris', 'France']",Hotel,75008,8,117
Hôtel Château Frontenac,4d31af6ec75a6ea8b39706ae,48.869121172484036,2.302661616895981,75008,Paris,"['54 rue Pierre Charron', '75008 Paris', 'France']",Hotel,75008,8,78
Warwick Paris,500d9641e4b0ba42c3136a14,48.872,2.3031900000000003,75008,Paris,"['5 Rue de Berri', '75008 Paris', 'France']",Hotel,75008,8,130
Hôtel California,4b5c3b56f964a520062829e3,48.87264365836885,2.3050921683732533,75008,Paris,"['16 rue de Berri', '75008 Paris', 'France']",Hotel,75008,8,136
Radisson Blu Hôtel  Paris Champs-Élysées,4bc7ebf015a7ef3bfc647ada,48.871921275749294,2.2971742645950144,75008,Paris,"['78bis, Avenue Marceau', '75008 Paris', 'France']",Hotel,75008,8,37
Intercontinental Paris - Avenue Marceau,4bbc4fc72d9ea593b674a0ce,48.87007,2.298041,75008,Paris,"['64 Marceau', '75008 Paris', 'France']",Hotel,75116,16,56
Hôtel de Sers,4adcda03f964a520c43121e3,48.86815868453644,2.3005732203470197,75008,Paris,"['41 avenue Pierre 1er de Serbie', '75008 Paris', 'France']",Hotel,75008,8,70
Hôtel Vernet,52449d2e7e48269f4a0f6a95,48.872026834918344,2.297932489784192,75008,Paris,"['25 rue Vernet (rue de la galilei)', '75008 Paris', 'France']",Hotel,75008,8,54
Hôtel Lancaster,4adcda04f964a520243221e3,48.87238993331635,2.303463200824445,75008,Paris,"['7 rue de Berri', '75008 Paris', 'France']",Hotel,75008,8,50
Hôtel Amarante Champs Élysées,4adcda01f964a520ff3021e3,48.8718869630151,2.2986028791729267,75008,Paris,"['19 rue Vernet', '75008 Paris', 'France']",Hotel,75008,8,15
Hôtel Belmont,4c002874ca1920a191f2ed81,48.869245695675936,2.2978712618350983,75116,Paris,"['30 rue de Bassano', '75116 Paris', 'France']",Hotel,75116,16,37
Hôtel La Clef Champs-Élysées Paris,5d5500d08c5572000877e15c,48.870457756793215,2.2992753982543945,75008,Paris,"['46 rue de Bassano', '75008 Paris', 'France']",Hotel,75008,8,0
Hôtel François 1er,4b1d8658f964a520ad1124e3,48.87017649119624,2.2999167600394634,75008,Paris,"['7 rue Magellan', '75008 Paris', 'France']",Hotel,75008,8,36
Hôtel Elysées Régencia,4b1e0c11f964a5200d1724e3,48.86858895945126,2.2985008672816742,75008,Paris,"['41 avenue Marceau', '75008 Paris', 'France']",Hotel,75116,16,26
Hôtel Marceau Champs-Élysées,4adcda04f964a520043221e3,48.86824801173359,2.2989610401218075,75016,Paris,"['37 avenue Marceau', '75016 Paris', 'France']",Hotel,75116,16,16
Hôtel Grand Powers,5ce70ec81af852002ce81f55,48.869159,2.303061,75008,Paris,"['52 Rue Francois 1er', '75008 Paris', 'France']",Hotel,75008,8,2
Hôtel Elysées Bassano,517447eae4b0300cacff38c1,48.86893004994136,2.2974233329296108,75016,Paris,"['24 rue de Bassano (10 rue Jean Giraudoux)', '75016 Paris', 'France']",Hotel,75116,16,8
Hôtel Bassano Paris,4bc8e3bb762beee103a73d38,48.86905708035938,2.297206073999405,75116,Paris,"['15 rue Bassano', '75116 Paris', 'France']",Hotel,75116,16,22
Hotel Ekta,552c7b6a498ed5a10a7845e9,48.87132278410885,2.298033504541245,,,"['Rue Galilee', 'France']",Hotel,75008,8,36
Hôtel Keppler,4adcda02f964a520773121e3,48.86987321505319,2.29724363405884,75016,Paris,"['10 rue Kepler', '75016 Paris', 'France']",Hotel,75116,16,40
Hotel Chambellan Morgane,4e68751ab99320740fea52f2,48.86971702162919,2.2973778148412998,75116,Paris,"['6 rue Keppler', '75116 Paris', 'France']",Hotel,75116,16,16
Hotel Claridge,4bdf173f6198c9b6e5ea15ff,48.868600785650905,2.3037244889903823,75016,Paris,"['37 Rue François Premier', '75016 Paris', 'France']",Hotel,75008,8,40
Helzear Champs-Élysées,525abb4911d22c6a79e23c76,48.869255647294175,2.298446128132539,75116,Paris,"['49 avenue Marceau', '75116 Paris', 'France']",Hotel,75116,16,27
Hôtel Galileo,4de08f61e4cd846e408cb8a1,48.871338249239635,2.2981497002092013,75008,Paris,"['54 rue Galilée', '75008 Paris', 'France']",Hotel,75008,8,37
Hôtel Le Royal Monceau Raffles,4ca46f77b0ff8cfa746fbf5e,48.87593079280711,2.3002697879413714,75008,Paris,"['37 avenue Hoche', '75008 Paris', 'France']",Hotel,75008,8,295
Sofitel Paris Arc de Triomphe,4b1fde88f964a520012a24e3,48.87510748496254,2.3011323483444626,75008,Paris,"['14 rue Beaujon', '75008 Paris', 'France']",Hotel,75008,8,101
Hôtel Napoléon,4adcda00f964a520cb3021e3,48.87417447390018,2.2981497419539045,75008,Paris,"['40 avenue de Friedland', '75008 Paris', 'France']",Hotel,75008,8,108
"Hôtel de Berri, a Luxury Collection Hotel, Paris",5add2fe77918710912949e96,48.872868353737964,2.3053266233482645,75008,Paris,"['18-22 Rue De Berri', '75008 Paris', 'France']",Hotel,75008,8,11
Champs Elysées Friedland,4decaee38130115d6be3bd38,48.875085,2.304837,75008,Paris,"['177 rue Du Faubourg St Honoré (Boulevard Haussmann)', '75008 Paris', 'France']",Hotel,75008,8,35
MonHotel Lounge & Spa,4b0e905ef964a520805823e3,48.87429097394948,2.2897762184140857,75016,Paris,"[""1 rue d'Argentine"", '75016 Paris', 'France']",Hotel,75116,16,25
Hotel Atala,4cf145648333224bf646098e,48.87337819686232,2.3022749132587657,75008,Paris,"['10 rue Châteaubriand', '75008 Paris', 'France']",Hotel,75008,8,18
Hotel Montfleuri,4adcda01f964a520313121e3,48.874854645913295,2.2906988041089504,75116,Paris,"['21 Ave. De La Grande Armée', '75116 Paris', 'France']",Hotel,75116,16,24
Renaissance Paris Arc de Triomphe Hotel,4adcda04f964a520223221e3,48.877089810406424,2.297060550926176,75017,Paris,"['39 Avenue De Wagram', '75017 Paris', 'France']",Hotel,75017,17,75
Hôtel Résidence Lord Byron,4cbeff028db3b60c539e7578,48.87317397125472,2.3024246145760072,75008,Paris,"['5 rue Châteaubriand', '75008 Paris', 'France']",Bed & Breakfast,75008,8,15
Royal Garden,4adcda01f964a5201c3121e3,48.87565186159228,2.303794083025477,75008,Paris,"['218-220 rue du Faubourg Saint-Honoré', '75008 Paris', 'France']",Hotel,75008,8,26
Hôtel Splendid Étoile,4bc2e2b9920eb713c0b71c2c,48.87502257060325,2.29354917537421,75017,Paris,"['1 avenue Carnot', '75017 Paris', 'France']",Hotel,75017,17,27
Best Western Star Champs Élysées,4b813f80f964a520109c30e3,48.87716090663274,2.293694391846657,75017,Paris,"[""18 rue de l'Arc de Triomphe"", '75017 Paris', 'France']",Hotel,75017,17,20
Hotel Ceramic Elysee,4c0822cbffb8c9b6ebc76761,48.87675286658042,2.297810143839603,75008,Paris,"['42 avenue de Wagram', '75008 Paris', 'France']",Hotel,75008,8,35
Hôtel Arc de Triomphe Étoile,4adcda02f964a520683121e3,48.876522914106225,2.2963732481002808,75017,Paris,"[""3 rue de l'Étoile"", '75017 Paris', 'France']",Hotel,75017,17,22
Le Tsuba Hôtel,58f1e091a8792166c4967014,48.87770405229108,2.293254765249876,75017,Paris,"['45 rue des Acacias', '75017 Paris', 'France']",Hotel,75017,17,35
Hôtel Chateaubriand,4adcda01f964a5200a3121e3,48.873302544736184,2.3025812208652496,75008,Paris,"['6 rue Chateaubriand', '75008 Paris', 'France']",Hotel,75008,8,31
Hôtel Princesse Caroline,4deea644d164ba792fc0be01,48.87564798308317,2.295779332237762,75017,Paris,"['1 rue Troyon', '75017 Paris', 'France']",Hotel,75017,17,21
Étoile Saint Honoré by HappyCulture,4bc9a6d7fb84c9b6215d1b3e,48.875651,2.304157,75008,Paris,"['214 rue du Faubourg Saint Honoré', '75008 Paris', 'France']",Hotel,75008,8,32
Hotel Royal,4bcadd783740b713a9826165,48.874319089214104,2.3001332269576333,75008,Paris,"['33 avenue de Friedland', '75008 Paris', 'France']",Hotel,75008,8,27
Hôtel Balmoral,4be87834947820a173f0b4db,48.87601349630002,2.293818688692037,75017,Paris,"['6 rue du Général Lanrezac', '75017 Paris', 'France']",Hotel,75017,17,21
Hôtel Monceau Élysées,4adcda02f964a520783121e3,48.8800236844619,2.3023022804187097,75017,Paris,"['108 Rue Courcelles', '75017 Paris', 'France']",Hotel,75017,17,9
Hôtel Mercure Paris Arc de Triomphe Étoile,4b745211f964a52006d52de3,48.878289574837815,2.2949865460395813,75017,Paris,"['27 avenue des Ternes', '75017 Paris', 'France']",Hotel,75017,17,9
Hôtel Balzac,4adcda00f964a520c33021e3,48.87330649110112,2.3003472168475345,75008,Paris,"['6 rue Balzac', '75008 Paris', 'France']",Hotel,75008,8,65
Hôtel de Vigny,4cfe8fc666ee9eb021d2a64e,48.87378172598444,2.3004805106695803,75008,Paris,"['9-11 rue Balzac', '75008 Paris', 'France']",Hotel,75008,8,11
Hidden Hotel,4b215f87f964a520e53a24e3,48.87755017618003,2.2933593699549304,75017,Paris,"[""28 rue de l'Arc de Triomphe"", '75017 Paris', 'France']",Hotel,75017,17,58
Hôtel Tilsitt Étoile,4c77ee2397028cfa86fbd5fe,48.87695554448255,2.295057771261781,75017,Paris,"['23 rue Brey', '75017 Paris', 'France']",Hotel,75017,17,11
Hôtel Cécilia,4c055663f56c2d7f29811f66,48.87574643876229,2.2946212837536013,75017,Paris,"['11 avenue Mac Mahon', '75017 Paris', 'France']",Hotel,75017,17,22
L'Hôtel Pergolèse,53aac863498ecad91ba1ed8f,48.875850940144154,2.2864629520854742,75016,Paris,"['3 rue Pergolèse', '75016 Paris', 'France']",Hotel,75116,16,15
Hotel Belfast,4dfca2e2d164848a03f62941,48.87552150287201,2.2936144309012416,75017,Paris,"['10 avenue Carnot', '75017 Paris', 'France']",Bed & Breakfast,75017,17,7
Residhotel Imperial Rennequin,4cf153098333224ba6a2098e,48.882119,2.298031,75017,Paris,"['32-34 Rue Rennequin', '75017 Paris', 'France']",Hotel,75017,17,3
Hotel George Washington,4bab197af964a52007953ae3,48.87419624092335,2.304575215032081,75008,Paris,"['43 rue Washington', '75008 Paris', 'France']",Hotel,75008,8,10
Hôtel Doisy Étoile,4ba12058f964a5205d9a37e3,48.879047983603094,2.2920460518853223,France,Paris,"['55 avenue des Ternes', 'France Paris', 'France']",Hotel,75017,17,19
Westside Arc de Triomphe,4b12aeacf964a520378c23e3,48.881180392265044,2.2948456157660053,75017,Paris,"['36 rue Pierre Demours', '75017 Paris', 'France']",Hotel,75017,17,14
Hôtel Élysée Etoile,4adcda02f964a520923121e3,48.876635,2.296353,75017,Paris,"[""5 rue de l'Étoile"", '75017 Paris', 'France']",Hotel,75017,17,3
Hotel Elysees Flaubert,4da930f1f7b145b36ff1c52e,48.88150225767024,2.298116455883477,75017,Paris,"['19 Rue Rennequin', '75017 Paris', 'France']",Hotel,75017,17,17
Hôtel Stella Étoile,4bbb8fce3de8c9b64aeb99ad,48.876323576526865,2.29314923286438,75017,Paris,"['20 avenue Carnot', '75017 Paris', 'France']",Hotel,75017,17,28
Hôtel Émeraude Plaza Étoile,4e3e975dd22d102e85509843,48.87602508997882,2.2964409481440446,75017,Paris,"['21 avenue de Wagram (Rue Brey)', '75017 Paris', 'France']",Hotel,75017,17,8
Hôtel Tivoli Étoile,4b6eff08f964a52090d52ce3,48.87620074753821,2.2959518282070803,75017,Paris,"['7 rue Brey', '75017 Paris', 'France']",Hotel,75017,17,11
Hôtel Novotel Paris 17,4bc497d0b492d13ad93aaa60,48.8921547643853,2.3020176146720406,75017,Paris,"['34 avenue de la Porte d’Asnières', '75017 Paris', 'France']",Hotel,75017,17,55
Hotel Boissiere,4bc8df4d762beee100a13d38,48.89209826867957,2.2933540700562256,92593,Levallois-Perret,"['53 rue Jean Jaures', '92593 Levallois-Perret', 'France']",Hotel,92300,0,4
Hôtel Armoni Paris by Elegancia,50f024ea805506dcedc15943,48.885253773301685,2.293130364350005,75017,Paris,"['7 villa Berthier', '75017 Paris', 'France']",Hotel,75017,17,36
Hotel Ampère,4adcd9fff964a520903021e3,48.88469526313312,2.2995967201959258,75017,Paris,"['102 avenue de Villiers', '75017 Paris', 'France']",Hotel,75017,17,50
Hôtel de Banville,4bd72e4c304fce72262f33ab,48.886455793710134,2.2949235141277318,75017,Paris,"['166 boulevard Berthier', '75017 Paris', 'France']",Hotel,75017,17,22
Hôtel Chevallier,510b0cb9e4b0873bb2803954,48.891514653212255,2.288263976403593,,,['France'],Hotel,92300,0,1
Hôtel Boris V.,54f5f110498e977b12be4a29,48.8902973,2.2904901,92300,Levallois-Perret,"['73 rue Louise Michel', '92300 Levallois-Perret', 'France']",Hotel,92300,0,7
Best Western Hôtel de Neuville,4c530002bfc6ef3b1814539c,48.88689619206325,2.300460934638977,75017,Paris,"['3 rue Verniquet', '75017 Paris', 'France']",Hotel,75017,17,13
Hotel Champerret Elysées,4cb6a12e589f236a9818393d,48.88530057104642,2.293909115173385,75017,Paris,"['129 avenue de Villiers', '75017 Paris', 'France']",Hotel,75017,17,6
Hôtel Espace Champerret,4ca1fb5146978cfab390c07f,48.88858136,2.2875457999999997,92300,Levallois-Perret,"['26 rue Louise Michel', '92300 Levallois-Perret', 'France']",Hotel,92300,0,5
XO Hotel Paris,592027411de7652db3af7538,48.88283963653446,2.29830455012195,75017,Paris,"['23-25 rue Théodore de Banville', '75017 Paris', 'France']",Hotel,75017,17,11
Hôtel Courcelles Étoile,4c31e13316adc9282531c19c,48.884434034134884,2.298009395599365,75017,Paris,"['184 rue de Courcelles', '75017 Paris', 'France']",Hotel,75017,17,2
